0.268439;0.493989;0.538423;0.498791
0.326792;0.371871;0.529881;0.401622
0.219871;0.655494;0.547091;0.617113
0.245618;0.527938;0.542282;0.496301
0.239584;0.700738;0.543362;0.480962
0.193643;0.700574;0.552608;0.656748
0.234523;0.715050;0.544289;0.505326
0.219683;0.600844;0.547128;0.546350
0.241872;0.544066;0.542949;0.540394
0.312773;0.375198;0.531785;0.418823
0.255608;0.511787;0.540551;0.532663
0.246613;0.494623;0.542106;0.497725
0.218938;0.618612;0.547276;0.617425
0.217391;0.710320;0.547584;0.565242
0.256322;0.630048;0.540430;0.455053
0.259774;0.527121;0.539848;0.481077
0.218044;0.643871;0.547454;0.566080
0.296475;0.495262;0.534109;0.484241
0.219054;0.716334;0.547253;0.542959
0.236017;0.522665;0.544014;0.581079
0.348948;0.462878;0.527032;0.433265
0.352683;0.394923;0.526570;0.398641
0.301269;0.517323;0.533413;0.533321
0.267588;0.566163;0.538561;0.464731
0.234657;0.688147;0.544265;0.491314
0.222229;0.704110;0.546628;0.498654
0.208305;0.701628;0.549438;0.573925
0.279693;0.557593;0.536640;0.552699
0.335736;0.503137;0.528708;0.446639
0.311089;0.431807;0.532020;0.436523
0.254035;0.549912;0.540819;0.530423
0.323362;0.420257;0.530339;0.419555
0.296817;0.532476;0.534059;0.510508
0.264934;0.482088;0.538994;0.430031
0.221398;0.758492;0.546791;0.537871
0.251207;0.658979;0.541305;0.446528
0.264968;0.503747;0.538989;0.477609
0.261348;0.555755;0.539586;0.470209
0.235614;0.625999;0.544088;0.606415
0.263585;0.534408;0.539216;0.520827
0.299258;0.520739;0.533703;0.480200
0.261204;0.589715;0.539610;0.539001
0.264450;0.638600;0.539074;0.528683
0.346324;0.502958;0.527360;0.439334
0.258273;0.602615;0.540100;0.513263
0.294284;0.599844;0.534431;0.485135
0.296775;0.509450;0.534065;0.437184
0.403902;0.376642;0.520680;0.272395
0.298942;0.518733;0.533749;0.463464
0.318085;0.473584;0.531054;0.444373
0.300585;0.553157;0.533511;0.523657
0.272772;0.560996;0.537728;0.538008
0.246424;0.583392;0.542140;0.523135
0.300252;0.561949;0.533560;0.472373
0.334998;0.333799;0.528804;0.361262
0.308267;0.480358;0.532415;0.439231
0.292864;0.559017;0.534641;0.500057
0.287554;0.445308;0.535436;0.467136
0.164237;0.737379;0.559761;0.687197
0.243616;0.630486;0.542637;0.545283
0.259167;0.615544;0.539950;0.495882
0.284529;0.489889;0.535895;0.416938
0.313984;0.435002;0.531617;0.274911
0.305046;0.410973;0.532871;0.340691
0.284018;0.481465;0.535973;0.392451
0.308428;0.500113;0.532393;0.386266
0.318575;0.421219;0.530987;0.299485
0.344491;0.392979;0.527590;0.293860
0.251021;0.573687;0.541337;0.448777
0.222421;0.550873;0.546590;0.547597
0.194818;0.671148;0.552345;0.606871
0.228230;0.558901;0.545471;0.516304
0.252824;0.532352;0.541026;0.440130
0.264505;0.538791;0.539065;0.509306
0.173599;0.673540;0.557353;0.646679
0.196738;0.646515;0.551919;0.588460
0.242284;0.613405;0.542876;0.540714
0.203062;0.653955;0.550545;0.583093
0.170154;0.686621;0.558224;0.644157
0.202531;0.616313;0.550659;0.558776
0.322281;0.398593;0.530485;0.419235
0.356564;0.414553;0.526094;0.421877
0.386557;0.305119;0.522587;0.305197
0.353219;0.256169;0.526504;0.340414
0.378057;0.326584;0.523552;0.386203
0.453199;0.047428;0.515679;0.006615
0.361615;0.363792;0.525483;0.356786
0.384705;0.224611;0.522795;0.316830
0.285319;0.410928;0.535775;0.451203
0.499683;-0.000805;0.511439;-0.001283
0.299978;0.372975;0.533599;0.442318
0.271862;0.452816;0.537873;0.495776
0.310222;0.378518;0.532141;0.405049
0.356656;0.240019;0.526083;0.333244
0.346151;0.335869;0.527381;0.382824
0.335302;0.383209;0.528764;0.396099
0.357408;0.210810;0.525992;0.316185
0.353579;0.270128;0.526459;0.341244
0.284059;0.387031;0.535967;0.421004
0.315339;0.389117;0.531430;0.426025
0.304746;0.362329;0.532914;0.434074
0.316300;0.394644;0.531298;0.303872
0.292185;0.478603;0.534742;0.437984
0.328154;0.237992;0.529700;0.292140
0.349067;0.363391;0.527017;0.348684
0.394545;0.359829;0.521698;0.378625
0.394948;0.236882;0.521654;0.280098
0.291389;0.427578;0.534861;0.445486
0.301991;0.406882;0.533309;0.431819
0.276108;0.471143;0.537200;0.416444
0.368350;0.294173;0.524682;0.382576
0.279959;0.522612;0.536599;0.475716
0.345611;0.370901;0.527449;0.361713
0.334884;0.298937;0.528819;0.354704
0.351250;0.375655;0.526746;0.418231
0.329294;0.419693;0.529550;0.438608
0.247135;0.531036;0.542015;0.523587
0.343344;0.256234;0.527735;0.350018
0.279139;0.390194;0.536726;0.464106
0.367909;0.333495;0.524734;0.385510
